,player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
68,14221,Aaron,Lennon,Aaron Lennon,2021-01-01,1132,aaron-lennon,England,Chapeltown,England,1987-04-16 00:00:00,Right Winger,Attack,right,165.0,,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/14221-1668518582.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-lennon/profil/spieler/14221,GB1,Burnley FC,600000.0,21000000.0
69,14555,Scott,Carson,Scott Carson,2024-01-01,281,scott-carson,England,Whitehaven,England,1985-09-03 00:00:00,Goalkeeper,Goalkeeper,right,188.0,2025-06-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/14555-1666733622.jpg?lm=1,https://www.transfermarkt.co.uk/scott-carson/profil/spieler/14555,GB1,Manchester City Football Club,200000.0,6000000.0
70,14574,Craig,Conway,Craig Conway,2020-01-01,2578,craig-conway,Scotland,Irvine,Scotland,1985-05-02 00:00:00,Attacking Midfield,Midfield,right,171.0,,,https://img.a.transfermarkt.technology/portrait/header/s_14574_603_2013_04_17_1.jpg?lm=1,https://www.transfermarkt.co.uk/craig-conway/profil/spieler/14574,SC1,Saint Johnstone Football Club,350000.0,1500000.0
71,14641,Cillian,Sheridan,Cillian Sheridan,2021-01-01,511,cillian-sheridan,Ireland,"Bailieboro, Cavan",Ireland,1989-02-23 00:00:00,Centre-Forward,Attack,left,196.0,2023-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/s_14641_2784_2013_10_04_1.jpg?lm=1,https://www.transfermarkt.co.uk/cillian-sheridan/profil/spieler/14641,SC1,Dundee Football Club,150000.0,1250000.0
72,14768,Kirk,Broadfoot,Kirk Broadfoot,2020-01-01,2553,kirk-broadfoot,Scotland,Irvine,Scotland,1984-08-08 00:00:00,Centre-Back,Defender,right,191.0,2023-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/14768-1624878898.jpg?lm=1,https://www.transfermarkt.co.uk/kirk-broadfoot/profil/spieler/14768,SC1,Kilmarnock Football Club,25000.0,2000000.0
73,14881,Marcelo,Carné,Marcelo Carné,2023-01-01,1465,marcelo-carne,Brazil,Rio de Janeiro,Brazil,1990-02-06 00:00:00,Goalkeeper,Goalkeeper,right,188.0,,RN Sports,https://img.a.transfermarkt.technology/portrait/header/14881-1705756665.jpg?lm=1,https://www.transfermarkt.co.uk/marcelo-carne/profil/spieler/14881,PO1,Grupo Desportivo Estoril Praia,350000.0,350000.0
74,15074,Pavel,Pogrebnyak,Pavel Pogrebnyak,2020-01-01,11127,pavel-pogrebnyak,UdSSR,Moskau,Russia,1983-11-08 00:00:00,Centre-Forward,Attack,left,188.0,,,https://img.a.transfermarkt.technology/portrait/header/15074-1554394636.png?lm=1,https://www.transfermarkt.co.uk/pavel-pogrebnyak/profil/spieler/15074,RU1,Ural Yekaterinburg,50000.0,11800000.0
75,15102,Igor,Lebedenko,Igor Lebedenko,2022-01-01,1186,igor-lebedenko,UdSSR,Moskau,Russia,1983-05-27 00:00:00,Centre-Forward,Attack,right,182.0,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/15102-1626696120.png?lm=1,https://www.transfermarkt.co.uk/igor-lebedenko/profil/spieler/15102,RU1,Torpedo Moscow,25000.0,2300000.0
76,15185,Lukas,Podolski,Lukas Podolski,2020-01-01,589,lukas-podolski,Poland,Gliwice,Germany,1985-06-04 00:00:00,Attacking Midfield,Midfield,left,182.0,2023-06-30 00:00:00,Fairplay Career,https://img.a.transfermarkt.technology/portrait/header/15185-1670769304.png?lm=1,https://www.transfermarkt.co.uk/lukas-podolski/profil/spieler/15185,TR1,Antalyaspor,250000.0,23000000.0
77,15452,Raúl,Albiol,Raúl Albiol,2024-01-01,1050,raul-albiol,Spain,Vilamarxant,Spain,1985-09-04 00:00:00,Centre-Back,Defender,right,190.0,2025-06-30 00:00:00,Football Capital,https://img.a.transfermarkt.technology/portrait/header/15452-1664974689.jpg?lm=1,https://www.transfermarkt.co.uk/raul-albiol/profil/spieler/15452,ES1,Villarreal Club de Fútbol S.A.D.,1300000.0,18000000.0
78,15568,Bruno,Gama,Bruno Gama,2021-01-01,605,bruno-gama,Portugal,Vila Verde,Portugal,1987-11-15 00:00:00,Left Winger,Attack,right,175.0,2023-05-31 00:00:00,Gestifute,https://img.a.transfermarkt.technology/portrait/header/s_15568_897_2012_3.jpg?lm=1,https://www.transfermarkt.co.uk/bruno-gama/profil/spieler/15568,GR1,Aris Thessalonikis,200000.0,4000000.0
79,15570,Igor,Akinfeev,Igor Akinfeev,2024-01-01,2410,igor-akinfeev,UdSSR,"Vidnoe, Moskau Oblast",Russia,1986-04-08 00:00:00,Goalkeeper,Goalkeeper,right,187.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/15570-1629034528.png?lm=1,https://www.transfermarkt.co.uk/igor-akinfeev/profil/spieler/15570,RU1,PFK CSKA Moskva,1000000.0,20000000.0
80,15680,Artem,Rebrov,Artem Rebrov,2021-01-01,232,artem-rebrov,UdSSR,Moskau,Russia,1984-03-04 00:00:00,Goalkeeper,Goalkeeper,right,194.0,,,https://img.a.transfermarkt.technology/portrait/header/15680-1632577537.png?lm=1,https://www.transfermarkt.co.uk/artem-rebrov/profil/spieler/15680,RU1,FK Spartak Moskva,100000.0,1800000.0
81,15773,Phil,Bardsley,Phil Bardsley,2021-01-01,1132,phil-bardsley,England,Salford,Scotland,1985-06-28 00:00:00,Right-Back,Defender,right,180.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/15773-1520607738.jpg?lm=1,https://www.transfermarkt.co.uk/phil-bardsley/profil/spieler/15773,GB1,Burnley FC,75000.0,6000000.0
82,15930,David,Martin,David Martin,2021-01-01,379,david-martin,England,London,England,1986-01-22 00:00:00,Goalkeeper,Goalkeeper,right,188.0,,,https://img.a.transfermarkt.technology/portrait/header/15930-1560936786.png?lm=1,https://www.transfermarkt.co.uk/david-martin/profil/spieler/15930,GB1,West Ham United Football Club,75000.0,250000.0
83,15951,Dani,Alves,Dani Alves,2021-01-01,131,dani-alves,Brazil,Juazeiro,Brazil,1983-05-06 00:00:00,Right-Back,Defender,right,172.0,,"Flashforward, S.L.",https://img.a.transfermarkt.technology/portrait/header/15951-1635327520.jpg?lm=1,https://www.transfermarkt.co.uk/dani-alves/profil/spieler/15951,ES1,Futbol Club Barcelona,1000000.0,36000000.0
84,15956,Jesús,Navas,Jesús Navas,2023-01-01,368,jesus-navas,Spain,Los Palacios y Villafranca,Spain,1985-11-21 00:00:00,Right-Back,Defender,right,170.0,2024-12-31 00:00:00,Bahía Internacional,https://img.a.transfermarkt.technology/portrait/header/15956-1694503739.jpg?lm=1,https://www.transfermarkt.co.uk/jesus-navas/profil/spieler/15956,ES1,Sevilla Fútbol Club S.A.D.,2500000.0,30000000.0
85,16058,Serkan,Kirintili,Serkan Kirintili,2022-01-01,24245,serkan-kirintili,Turkey,Adana,Turkey,1985-02-15 00:00:00,Goalkeeper,Goalkeeper,right,186.0,,Haluk Canatar,https://img.a.transfermarkt.technology/portrait/header/16058-1613784789.png?lm=1,https://www.transfermarkt.co.uk/serkan-kirintili/profil/spieler/16058,TR1,Ümraniyespor,25000.0,1800000.0
86,16101,Atiba,Hutchinson,Atiba Hutchinson,2022-01-01,114,atiba-hutchinson,,"Brampton, Ontario",,1983-02-08 00:00:00,Defensive Midfield,Midfield,right,187.0,,Nordic Sky,https://img.a.transfermarkt.technology/portrait/header/16101-1667043797.png?lm=1,https://www.transfermarkt.co.uk/atiba-hutchinson/profil/spieler/16101,TR1,Beşiktaş Jimnastik Kulübü,100000.0,3500000.0
87,16120,Édgar,Barreto,Édgar Barreto,2021-01-01,467,edgar-barreto,Paraguay,Asunción,Paraguay,1984-07-15 00:00:00,Central Midfield,Midfield,right,180.0,,Riccardo Calleri,https://img.a.transfermarkt.technology/portrait/header/16120-1448965155.jpg?lm=1,https://www.transfermarkt.co.uk/edgar-barreto/profil/spieler/16120,NL1,Nijmegen Eendracht Combinatie,250000.0,5500000.0
88,16135,Ryan,Babel,Ryan Babel,2021-01-01,141,ryan-babel,Netherlands,Amsterdam,Netherlands,1986-12-19 00:00:00,Left Winger,Attack,right,185.0,2023-06-30 00:00:00,Winny Haatrecht,https://img.a.transfermarkt.technology/portrait/header/16135-1663352942.png?lm=1,https://www.transfermarkt.co.uk/ryan-babel/profil/spieler/16135,TR1,Galatasaray Spor Kulübü,150000.0,17250000.0
89,16136,,Dante,Dante,2024-01-01,417,dante,Brazil,Salvador da Bahia,Brazil,1983-10-18 00:00:00,Centre-Back,Defender,left,188.0,2026-06-30 00:00:00,Marcus Marin,https://img.a.transfermarkt.technology/portrait/header/16136-1739971106.jpg?lm=1,https://www.transfermarkt.co.uk/dante/profil/spieler/16136,FR1,Olympique Gymnaste Club Nice Côte d'Azur,500000.0,17000000.0
90,16306,,Casemiro,Casemiro,2024-01-01,985,casemiro,Brazil,São José dos Campos,Brazil,1992-02-23 00:00:00,Defensive Midfield,Midfield,right,185.0,2026-06-30 00:00:00,Best of You,https://img.a.transfermarkt.technology/portrait/header/16306-1699018876.jpg?lm=1,https://www.transfermarkt.co.uk/casemiro/profil/spieler/16306,GB1,Manchester United Football Club,12000000.0,80000000.0
91,16408,Orestis,Karnezis,Orestis Karnezis,2021-01-01,1082,orestis-karnezis,Greece,Athen,Greece,1985-07-11 00:00:00,Goalkeeper,Goalkeeper,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/16408-1595851100.jpg?lm=1,https://www.transfermarkt.co.uk/orestis-karnezis/profil/spieler/16408,FR1,Lille Olympique Sporting Club,500000.0,5000000.0
92,16458,Loukas,Vyntra,Loukas Vyntra,2021-01-01,3999,loukas-vyntra,CSSR,Město Albrechtice,Greece,1981-02-05 00:00:00,Centre-Back,Defender,right,184.0,,,https://img.a.transfermarkt.technology/portrait/header/s_16458_3368_2013_10_17_1.jpg?lm=1,https://www.transfermarkt.co.uk/loukas-vyntra/profil/spieler/16458,GR1,PAS Lamia 1964,100000.0,3500000.0
93,16617,Faris,Haroun,Faris Haroun,2022-01-01,1096,faris-haroun,Belgium,Brussel,Belgium,1985-09-22 00:00:00,Central Midfield,Midfield,right,187.0,,B Managed,https://img.a.transfermarkt.technology/portrait/header/16617-1608909609.jpg?lm=1,https://www.transfermarkt.co.uk/faris-haroun/profil/spieler/16617,BE1,Royal Antwerp Football Club,100000.0,3500000.0
94,16633,Alex,Cordaz,Alex Cordaz,2022-01-01,46,alex-cordaz,Italy,Vittorio Veneto,Italy,1983-01-01 00:00:00,Goalkeeper,Goalkeeper,right,188.0,,,https://img.a.transfermarkt.technology/portrait/header/16633-1602068628.jpg?lm=1,https://www.transfermarkt.co.uk/alex-cordaz/profil/spieler/16633,IT1,Football Club Internazionale Milano S.p.A.,200000.0,1000000.0
95,16756,Oleg,Ivanov,Oleg Ivanov,2024-01-01,2698,oleg-ivanov,UdSSR,Moskau,Russia,1986-08-04 00:00:00,Attacking Midfield,Midfield,right,192.0,2025-06-30 00:00:00,Elite Soccer Sarl,https://img.a.transfermarkt.technology/portrait/header/16756-1722142461.png?lm=1,https://www.transfermarkt.co.uk/oleg-ivanov/profil/spieler/16756,RU1,FC Rubin Kazan,100000.0,4000000.0
96,16760,Yuriy,Zhirkov,Yuriy Zhirkov,2021-01-01,3719,yuriy-zhirkov,UdSSR,Tambov,Russia,1983-08-20 00:00:00,Left-Back,Defender,left,180.0,,,https://img.a.transfermarkt.technology/portrait/header/16760-1602270902.png?lm=1,https://www.transfermarkt.co.uk/yuriy-zhirkov/profil/spieler/16760,RU1,FK Khimki,250000.0,20000000.0
97,16791,Manuel,Fernandes,Manuel Fernandes,2021-01-01,441,manuel-fernandes,Portugal,Lissabon,Portugal,1986-02-05 00:00:00,Attacking Midfield,Midfield,right,176.0,2023-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/16791-1663310716.png?lm=1,https://www.transfermarkt.co.uk/manuel-fernandes/profil/spieler/16791,GR1,Apollon Smyrnis,75000.0,15000000.0
98,16873,Claudio,Terzi,Claudio Terzi,2020-01-01,3522,claudio-terzi,Italy,Milano,Italy,1984-06-19 00:00:00,Centre-Back,Defender,right,180.0,,,https://img.a.transfermarkt.technology/portrait/header/16873-1644358227.jpg?lm=1,https://www.transfermarkt.co.uk/claudio-terzi/profil/spieler/16873,IT1,Spezia Calcio,200000.0,1500000.0
99,16911,Kasper,Schmeichel,Kasper Schmeichel,2024-01-01,371,kasper-schmeichel,Denmark,Kopenhagen,Denmark,1986-11-05 00:00:00,Goalkeeper,Goalkeeper,right,189.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/16911-1659600543.jpg?lm=1,https://www.transfermarkt.co.uk/kasper-schmeichel/profil/spieler/16911,SC1,The Celtic Football Club,750000.0,12000000.0
